"last_date","week_n","gai.hits","gpt.hits","llm.hits","huggingface","langchain","llamaindex","openai","total_papers","AMZN","GOOGL","META","MSFT","NVDA"
2023-07-23,"2023_29",-0.85,-0.05,0.03,0.102912170785474,0.0929608635539274,0.159014179608373,0.163206526983366,0.2,-0.0266546870320455,-0.0371440032089853,-0.0526688558367137,-0.00568115942028979,-0.0463224056654541
2023-07-30,"2023_30",0.8,0.02,0,-0.0529139490847885,0.0797969795052096,-0.125010824981696,0.129852803282506,0.0833333333333333,0.0264751552795031,0.0909240516744838,0.116148280237303,-0.0195133283001335,0.0479286226685796
2023-08-06,"2023_31",-0.04,-0.03,0.01,-0.0444296345662557,0.0617303581027571,-0.0797718234330856,0.0267096121488253,0.153846153846154,0.0440604428485936,-0.0347347799879444,-0.0247018204645323,-0.0242236210136929,-0.0438523274478331
2023-08-13,"2023_32",0.05,0.05,-0.03,0.097872835057538,0.0865544131813303,0.114826547772694,-0.0765923805615942,-0.311111111111111,-0.0267894810856419,-0.0149775716566563,-0.0471316654030832,-0.0275644333808932,-0.100433796489992
2023-08-20,"2023_33",0.05,0.02,0,0.0174695606140816,0.0350181092888691,0.0869058059989476,-0.0878776598216255,0.032258064516129,-0.0522871167389912,-0.0294677529886547,-0.0749208008099546,-0.0212765957446809,-0.0103773800544013
2023-08-27,"2023_34",-0.07,0.1,0.03,0.0934443288241416,-0.00447101700172092,0.108812303819122,0.15991251979869,0.78125,-0.0105435105435107,0.0117628729453922,-0.0151776474646429,0.00341742264197853,-0.0202073973127782
2023-09-03,"2023_35",-0.02,-0.07,0,-0.047773125237914,-0.022850741799045,0.128167435632468,0.152791435881178,-0.0701754385964912,0.0374042361424067,0.0354934737806274,0.0210845448907875,0.0153228297806611,0.0357455531592321
2023-09-10,"2023_36",0.04,0.01,0.03,-0.0103937637417549,0.0688623362675853,-0.157650974675216,-0.000320548891807326,-0.226415094339623,0.00699351642747859,0.00449289239154438,-0.00752956854905873,0.00215859691200704,-0.0612228081740276
2023-09-17,"2023_37",0.02,0.11,0.02,-0.365885679660675,0.0347405325768926,0.15277288530164,0.087951863700259,0.341463414634146,-0.0189378057302586,0.00350569675723067,-0.0235726362335804,-0.0228442918861336,-0.0282881048297844
2023-09-24,"2023_38",-0.83,0.01,0.05,-0.0910973084886129,-0.00207143330567694,0.290887229632779,-0.0708043703737108,0.363636363636364,-0.0775825117873981,-0.0575935171116417,-0.0114691786481574,-0.0366194614963836,-0.0535868625756266
2023-10-01,"2023_39",0,0.15,0.01,0.607674785351323,-0.00401623136821538,-0.207873407950598,0.0701869328965499,0.12,-0.0316142302125391,-0.00190679582030351,-0.0020609646644284,-0.00563708509164207,0.0302448960257684
